OrderID,OrderDate,CustomerID,Region,Product,Quantity,UnitPrice
ORD00894,2023-05-03,CUST007,North,Smartphone,7,19669
ORD00960,2023-05-03,CUST049,South,Laptop,10,10044
ORD00366,2023-05-05,CUST009,South,Smartphone,5,8975
ORD00299,2023-05-06,CUST042,North,Laptop,1,8728
ORD00380,2023-05-06,CUST013,,Smartphone,5,17341
ORD00994,2023-05-06,CUST033,South,Monitor,5,5047
ORD00801,2023-05-07,CUST033,South,Smartphone,10,2279
ORD00080,2023-05-08,CUST045,East,Headphones,9,5926
ORD00125,2023-05-09,CUST035,East,Monitor,8,2689
ORD00153,2023-05-09,CUST014,East,Smartph,8,11294
ORD00263,2023-05-09,CUST003,West,Headphones,1,17687
ORD00582,2023-05-09,CUST015,North,Headphones,1,14929
ORD00204,2023-05-11,CUST050,West,Headset,2,16275
ORD00511,2023-05-11,CUST029,East,Smartphone,1,20600
ORD00205,2023-05-12,CUST037,South,Tab,4,29112
ORD00141,2023-05-13,CUST032,East,Monitor,10,68690
ORD00183,2023-05-14,CUST002,West,Smartphone,10,22260
ORD00127,2023-05-15,CUST038,West,Headphones,5,25854
ORD00254,2023-05-15,CUST024,West,Smartphone,9,4149
ORD00762,2023-05-17,CUST028,North,Laptop,9,29698
ORD00797,2023-05-17,CUST043,East,Headphones,1,46719
ORD00496,2023-05-18,CUST032,West,Tab,2,71515
ORD00491,2023-05-21,CUST045,North,Laptop,1,1554
ORD00764,2023-05-21,CUST038,West,Tablet,8,2452
ORD00814,2023-05-21,CUST039,South,Tab,7,8993
ORD00010,2023-05-22,CUST032,South,Tablet,5,20106
ORD00025,2023-05-22,CUST038,South,Lap,4,18626
ORD00594,2023-05-22,CUST011,East,Laptop,7,16297
ORD00711,2023-05-22,CUST043,North,Headphones,7,10508
ORD00593,2023-05-24,CUST028,North,Headphones,4,19355
ORD00665,2023-05-24,CUST030,,Tablet,7,4333
ORD00159,2023-05-25,CUST030,East,Tab,10,22737
ORD00211,2023-05-25,CUST041,North,Laptop,6,45942
ORD00915,2023-05-25,CUST001,South,Monitor,10,9685
ORD00956,2023-05-26,CUST015,East,Lap,5,50687
ORD00586,2023-05-27,CUST016,South,Tablet,1,28588
ORD00590,2023-05-29,CUST001,West,Monitor,5,26430
ORD00331,2023-05-30,CUST015,West,Smartphone,4,5595
ORD00778,2023-05-31,CUST043,West,Laptop,5,1655
ORD00289,2023-06-01,CUST015,West,Laptop,6,28688
ORD00962,2023-06-02,CUST013,South,Monitor,7,5476
ORD00428,2023-06-03,CUST003,,Laptop,2,64707
ORD00833,2023-06-03,CUST006,East,Smartphone,6,1937
ORD00303,2023-06-04,CUST012,North,Laptop,8,21082
ORD00847,2023-06-05,CUST022,East,Smartphone,8,15737
ORD00329,2023-06-06,CUST014,South,Monitor,3,73059
ORD00756,2023-06-07,CUST039,North,Monitor,2,10292
ORD00720,2023-06-08,CUST011,West,Monitor,7,70001
ORD00220,2023-06-09,CUST044,North,Headset,5,21719
ORD00282,2023-06-09,CUST040,South,Smartphone,5,13775
ORD00532,2023-06-09,CUST042,South,Laptop,3,2723
ORD00731,2023-06-10,CUST045,East,Headphones,5,15668
ORD00838,2023-06-10,CUST050,East,Headphones,5,24920
ORD00028,2023-06-11,CUST049,West,Smartphone,5,69574
ORD00591,2023-06-11,CUST036,East,Monitor,2,5253
ORD00661,2023-06-11,CUST049,North,Tablet,4,23219
ORD00248,2023-06-13,CUST018,North,Monitor,2,15975
ORD00345,2023-06-13,CUST019,East,Headphones,8,11646
ORD00168,2023-06-14,CUST008,,Monitor,4,3021
ORD00512,2023-06-14,CUST050,North,Headphones,4,8131
ORD00427,2023-06-15,CUST033,South,Laptop,1,26853
ORD00145,2023-06-17,CUST026,South,Laptop,10,4126
ORD00268,2023-06-17,CUST010,West,Tablet,8,68323
ORD00314,2023-06-17,CUST030,South,Headphones,6,27010
ORD00681,2023-06-17,CUST039,North,Tablet,7,16741
ORD00336,2023-06-18,CUST027,East,Laptop,9,16231
ORD00723,2023-06-18,CUST038,West,monitor,4,4904
ORD00536,2023-06-19,CUST011,West,Smartphone,10,57073
ORD00948,2023-06-19,CUST021,West,Monitor,5,2926
ORD00096,2023-06-20,CUST019,South,Smartphone,8,57014
ORD00093,2023-06-21,CUST028,West,Tab,3,19229
ORD00708,2023-06-21,CUST005,East,Headphones,5,57959
ORD00924,2023-06-21,CUST036,North,Laptop,5,29444
ORD00729,2023-06-22,CUST034,East,Headphones,6,20548
ORD00564,2023-06-25,CUST032,East,Monitor,9,15350
ORD00768,2023-06-25,CUST047,South,Tab,3,21902
ORD00950,2023-06-25,CUST030,South,Monitor,8,62154
ORD00465,2023-06-27,CUST004,North,Headphones,7,73494
ORD00648,2023-06-27,CUST042,North,Headphones,9,28236
ORD00230,2023-06-29,CUST022,South,Tablet,8,52157
ORD00408,2023-06-29,CUST002,East,Smartphone,7,5770
ORD00497,2023-06-29,CUST023,East,Monitor,2,8716
ORD00505,2023-06-29,CUST005,West,Headset,7,14063
ORD00217,2023-06-30,CUST029,North,Monitor,9,14517
ORD00358,2023-06-30,CUST050,North,Laptop,5,50293
ORD00621,2023-06-30,CUST010,East,Smartphone,8,15933
ORD00213,2023-07-01,CUST025,North,Lap,1,20382
ORD00430,2023-07-01,CUST047,East,Tablet,2,52755
ORD00519,2023-07-01,CUST002,North,Smartphone,4,24573
ORD00202,2023-07-02,CUST013,West,Smartphone,6,45649
ORD00645,2023-07-03,CUST002,East,Tablet,1,11062
ORD00410,2023-07-05,CUST031,North,Headphones,3,1995
ORD00620,2023-07-05,CUST030,West,Monitor,4,4770
ORD00310,2023-07-06,CUST048,East,Smartphone,8,3448
ORD00348,2023-07-08,CUST034,East,Smartphone,2,29579
ORD00429,2023-07-08,CUST042,North,Tablet,4,13627
ORD00774,2023-07-08,CUST001,North,Tablet,2,5392
ORD00424,2023-07-09,CUST004,North,Tablet,5,2426
ORD00866,2023-07-09,CUST050,East,Laptop,3,12130
ORD00920,2023-07-09,CUST042,South,Smartphone,9,5478
ORD00274,2023-07-10,CUST025,South,Monitor,8,29791
ORD00134,2023-07-11,CUST028,South,Monitor,8,20451
ORD00269,2023-07-11,CUST045,East,Tablet,8,19934
ORD00468,2023-07-11,CUST027,North,Headphones,1,16912
ORD00346,2023-07-12,CUST005,North,Smartphone,5,26453
ORD00333,2023-07-13,CUST016,East,Laptop,7,4038
ORD00479,2023-07-13,CUST045,East,Monitor,8,8725
ORD00534,2023-07-13,CUST027,East,Headphones,9,5296
ORD00612,2023-07-15,CUST020,North,Smartphone,10,16245
ORD00006,2023-07-16,CUST006,West,Lap,5,16240
ORD00529,2023-07-17,CUST028,North,Headphones,7,10863
ORD00630,2023-07-17,CUST048,East,Smartphone,7,16727
ORD00020,2023-07-18,CUST003,East,Monitor,7,26112
ORD00381,2023-07-19,CUST047,North,Tablet,6,23319
ORD00384,2023-07-22,CUST046,North,Headphones,3,16559
ORD00433,2023-07-22,CUST011,West,Tablet,7,70777
ORD00726,2023-07-22,CUST007,North,tablet,8,20361
ORD00057,2023-07-24,CUST013,North,Tablet,2,12346
ORD00485,2023-07-24,CUST007,West,Tablet,10,15184
ORD00365,2023-07-25,CUST021,West,Laptop,7,9803
ORD00158,2023-07-27,CUST045,West,Monitor,8,48957
ORD00466,2023-07-28,CUST033,,Monitor,2,17155
ORD00382,2023-07-29,CUST030,North,Tablet,8,15687
ORD00562,2023-07-29,CUST026,East,Tablet,8,50930
ORD00147,2023-07-30,CUST009,West,Lap,4,14057
ORD00644,2023-07-30,CUST037,East,Headphones,5,28576
ORD00659,2023-07-31,CUST038,East,Monitor,1,22523
ORD00038,2023-08-01,CUST014,East,Laptop,9,3452
ORD00917,2023-08-01,CUST025,North,Monitor,4,29466
ORD00849,2023-08-02,CUST012,West,Monitor,6,22294
ORD00585,2023-08-03,CUST026,South,Monitor,6,25855
ORD00889,2023-08-03,CUST041,North,Tablet,10,23327
ORD00101,2023-08-05,CUST002,South,Tab,4,65823
ORD00106,2023-08-06,CUST003,West,Headphones,10,69829
ORD00258,2023-08-06,CUST047,East,Headset,8,22702
ORD00182,2023-08-07,CUST023,North,Tab,5,17433
ORD00294,2023-08-07,CUST011,South,Tablet,7,16776
ORD00526,2023-08-07,CUST005,North,Smartphone,4,47188
ORD00561,2023-08-07,CUST006,West,Monitor,3,16413
ORD00608,2023-08-07,CUST040,North,Headphones,4,4544
ORD00218,2023-08-08,CUST005,North,Tab,1,71379
ORD00196,2023-08-09,CUST032,South,Headset,5,1738
ORD00825,2023-08-10,CUST031,South,Laptop,7,4270
ORD00076,2023-08-11,CUST039,South,Laptop,9,24509
ORD00342,2023-08-11,CUST032,,Laptop,6,22453
ORD00629,2023-08-12,CUST026,West,Tablet,8,5983
ORD00075,2023-08-13,CUST003,West,Tablet,7,20589
ORD00171,2023-08-13,CUST033,West,Headphones,3,5899
ORD00088,2023-08-14,CUST031,East,Lap,2,2040
ORD00111,2023-08-14,CUST041,South,Laptop,4,16625
ORD00243,2023-08-15,CUST002,South,Laptop,5,13211
ORD00117,2023-08-16,CUST023,South,Tablet,10,12158
ORD00223,2023-08-16,CUST002,South,Monitor,5,70812
ORD00822,2023-08-16,CUST024,West,Smartphone,6,20712
ORD01000,2023-08-16,CUST026,West,Headphones,2,26399
ORD00139,2023-08-17,CUST046,North,Smartphone,5,4946
ORD00046,2023-08-20,CUST025,,Tab,1,14770
ORD00934,2023-08-20,CUST008,South,Laptop,5,2977
ORD00982,2023-08-22,CUST021,North,Headphones,7,15424
ORD00066,2023-08-23,CUST039,South,Smartphone,3,10340
ORD00574,2023-08-23,CUST020,West,Laptop,8,21831
ORD00928,2023-08-23,CUST007,West,Monitor,2,13337
ORD00089,2023-08-24,CUST039,East,Tab,6,74886
ORD00402,2023-08-24,CUST042,West,Smartphone,1,13120
ORD00207,2023-08-25,CUST019,East,Laptop,1,24823
ORD00523,2023-08-25,CUST050,West,Monitor,4,13419
ORD00319,2023-08-26,CUST041,North,Tablet,1,54932
ORD00056,2023-08-27,CUST026,North,Laptop,8,74329
ORD00471,2023-08-28,CUST007,North,Headphones,4,73937
ORD00966,2023-08-28,CUST050,East,Monitor,1,10828
ORD00409,2023-08-30,CUST045,East,Smartphone,7,71066
ORD00503,2023-08-30,CUST041,West,Lap,4,57524
ORD00908,2023-08-30,CUST049,West,Lap,5,15734
ORD00233,2023-08-31,CUST017,South,Laptop,10,23466
ORD00622,2023-08-31,CUST048,North,Smartphone,1,61034
ORD00527,2023-09-02,CUST044,East,Headphones,6,1785
ORD00649,2023-09-03,CUST048,South,Tablet,1,48288
ORD00873,2023-09-04,CUST037,East,Tablet,10,17678
ORD00844,2023-09-05,CUST027,South,Smartphone,10,2491
ORD00637,2023-09-06,CUST013,South,Tablet,9,3903
ORD00262,2023-09-07,CUST024,North,Headphones,8,23006
ORD00754,2023-09-08,CUST050,North,Tablet,6,1966
ORD00636,2023-09-09,CUST043,North,Tablet,6,28179
ORD00786,2023-09-09,CUST029,West,Headset,2,5325
ORD00535,2023-09-10,CUST031,North,Tablet,2,52605
ORD00951,2023-09-10,CUST050,West,Laptop,2,57919
ORD00288,2023-09-11,CUST006,West,Tablet,2,2632
ORD00489,2023-09-11,CUST014,,Headphones,5,73466
ORD00115,2023-09-12,CUST001,South,Monitor,2,15965
ORD00138,2023-09-13,CUST020,West,Laptop,7,16328
ORD00642,2023-09-13,CUST037,South,Smartphone,9,2202
ORD00857,2023-09-13,CUST034,South,Tablet,4,24265
ORD00624,2023-09-14,CUST008,North,Smartphone,4,55157
ORD00819,2023-09-14,CUST040,West,Tablet,5,66133
ORD00177,2023-09-16,CUST001,South,Smartphone,8,73606
ORD00140,2023-09-18,CUST042,North,Lap,6,16341
ORD00208,2023-09-19,CUST024,East,Headphones,10,24049
ORD00373,2023-09-19,CUST031,East,Headphones,9,4522
ORD00993,2023-09-19,CUST015,East,Laptop,3,22085
ORD00896,2023-09-20,CUST026,North,Laptop,7,60498
ORD00691,2023-09-23,CUST042,East,Headphones,8,27552
ORD00775,2023-09-25,CUST030,East,Headphones,4,4617
ORD00510,2023-09-26,CUST035,East,Smartph,8,23791
ORD00718,2023-09-26,CUST043,North,Smartphone,8,20858
ORD00744,2023-09-26,CUST047,North,Monitor,7,2688
ORD00042,2023-09-27,CUST036,East,Smartphone,4,24333
ORD00576,2023-09-27,CUST047,West,Smartphone,5,3147
ORD00909,2023-09-28,CUST011,North,Tablet,7,1574
ORD00886,2023-09-29,CUST040,South,Laptop,9,1638
ORD00306,2023-09-30,CUST020,North,Laptop,5,3201
ORD00256,2023-10-01,CUST046,South,Monitor,4,70797
ORD00760,2023-10-01,CUST005,North,Monitor,8,63855
ORD00831,2023-10-01,CUST035,North,Laptop,5,29141
ORD00240,2023-10-02,CUST024,East,Smartphone,6,66193
ORD00750,2023-10-02,CUST001,West,Headphones,10,28555
ORD00829,2023-10-03,CUST011,North,Tablet,3,18445
ORD00445,2023-10-04,CUST041,North,Tablet,6,15612
ORD00062,2023-10-06,CUST014,West,Headphones,8,45719
ORD00518,2023-10-06,CUST007,West,Laptop,9,1796
ORD00367,2023-10-07,CUST003,South,Headphones,9,17861
ORD00368,2023-10-08,CUST020,South,Smartphone,9,16116
ORD00457,2023-10-08,CUST049,West,Tablet,5,20840
ORD00395,2023-10-09,CUST006,West,Laptop,8,58740
ORD00524,2023-10-10,CUST035,West,Smartphone,4,11130
ORD00878,2023-10-11,CUST018,South,Headphones,10,26569
ORD00060,2023-10-12,CUST023,South,Tablet,10,14005
ORD00815,2023-10-12,CUST009,East,Tablet,7,10751
ORD00980,2023-10-12,CUST046,South,Monitor,3,70670
ORD00494,2023-10-13,CUST043,South,Smartphone,6,22738
ORD00394,2023-10-14,CUST037,East,Smartphone,3,46223
ORD00396,2023-10-15,CUST024,East,Headphones,9,4668
ORD00455,2023-10-15,CUST008,East,Smartphone,3,2091
ORD00490,2023-10-15,CUST018,North,Headphones,4,13978
ORD00682,2023-10-15,CUST016,East,Monitor,9,56316
ORD00097,2023-10-17,CUST006,East,Headset,5,17100
ORD00777,2023-10-18,CUST009,East,Monitor,2,46783
ORD00081,2023-10-19,CUST050,West,Headphones,1,24572
ORD00170,2023-10-19,CUST026,East,Monitor,3,21804
ORD00102,2023-10-21,CUST024,North,Tab,8,50811
ORD00201,2023-10-21,CUST001,East,Smartphone,6,15906
ORD00597,2023-10-21,CUST013,North,Monitor,3,8800
ORD00732,2023-10-21,CUST048,South,Laptop,7,22043
ORD00554,2023-10-23,CUST005,,Headphones,8,16520
ORD00043,2023-10-24,CUST038,West,Monitor,1,13056
ORD00305,2023-10-24,CUST021,West,Headphones,1,2992
ORD00927,2023-10-24,CUST009,South,Smartphone,3,66480
ORD00881,2023-10-27,CUST028,South,Smartphone,3,9412
ORD00436,2023-10-28,CUST032,West,Laptop,1,29954
ORD00694,2023-10-31,CUST019,North,Smartphone,9,28859
ORD00863,2023-10-31,CUST021,East,Monitor,6,18828
ORD00823,2023-11-01,CUST039,South,Laptop,4,26635
ORD00991,2023-11-01,CUST050,North,Monitor,7,18222
ORD00317,2023-11-02,CUST044,North,Monitor,10,2423
ORD00910,2023-11-02,CUST048,West,Smartphone,5,1960
ORD00078,2023-11-03,CUST038,South,Laptop,7,4147
ORD00883,2023-11-04,CUST019,East,Smartphone,9,15647
ORD00438,2023-11-05,CUST009,North,Tablet,8,5901
ORD00079,2023-11-07,CUST014,West,Laptop,7,18232
ORD00422,2023-11-07,CUST016,East,Headphones,5,27641
ORD00824,2023-11-07,CUST020,South,Headphones,1,18828
ORD00246,2023-11-08,CUST047,South,Headphones,5,14980
ORD00357,2023-11-08,CUST043,North,Tablet,9,58054
ORD00610,2023-11-08,CUST003,North,Headphones,4,64390
ORD00763,2023-11-08,CUST038,South,Laptop,7,22489
ORD00666,2023-11-09,CUST045,North,Smartphone,3,29942
ORD00566,2023-11-10,CUST027,South,Tablet,8,17436
ORD00658,2023-11-10,CUST012,North,Monitor,5,16089
ORD00683,2023-11-10,CUST028,South,Headset,2,16001
ORD00755,2023-11-10,CUST026,South,Laptop,10,3304
ORD00351,2023-11-11,CUST045,South,Laptop,10,58366
ORD00759,2023-11-11,CUST028,South,Monitor,7,67951
ORD00852,2023-11-12,CUST035,East,Tab,8,5441
ORD00988,2023-11-12,CUST037,South,Headphones,4,29300
ORD00504,2023-11-13,CUST040,East,Monitor,8,29960
ORD00087,2023-11-14,CUST017,West,Headset,1,5927
ORD00241,2023-11-15,CUST001,,Tablet,1,58210
ORD00074,2023-11-16,CUST017,North,Laptop,8,56568
ORD00828,2023-11-16,CUST033,East,Monitor,7,20224
ORD00157,2023-11-17,CUST049,South,Monitor,5,21328
ORD00442,2023-11-17,CUST027,East,Laptop,6,15511
ORD00032,2023-11-19,CUST042,North,Tablet,7,9922
ORD00260,2023-11-19,CUST010,West,Tab,1,29623
ORD00047,2023-11-20,CUST032,West,Tablet,4,10239
ORD00895,2023-11-21,CUST020,East,Laptop,2,28216
ORD00332,2023-11-22,CUST040,North,Laptop,1,26123
ORD00464,2023-11-22,CUST028,West,Tablet,1,16526
ORD00937,2023-11-22,CUST040,West,Laptop,2,54569
ORD00344,2023-11-24,CUST012,East,Headphones,2,4477
ORD00551,2023-11-24,CUST017,South,Tablet,10,22130
ORD00626,2023-11-24,CUST009,North,Headphones,10,21239
ORD00321,2023-11-26,CUST034,West,Headphones,1,27393
ORD00796,2023-11-26,CUST048,North,Tab,1,29288
ORD00546,2023-11-27,CUST019,East,Monitor,9,59757
ORD00871,2023-11-27,CUST026,South,Tablet,3,22680
ORD00400,2023-11-28,CUST013,South,Smartphone,4,48640
ORD00420,2023-11-28,CUST012,North,Headphones,10,5300
ORD00448,2023-11-28,CUST040,,Monitor,5,54557
ORD00795,2023-11-28,CUST048,South,Tablet,2,23764
